GeneName	0h-1	0h-2	3h-1	3h-2	6h-1	6h-2
Fpps	92	93	182	153	180	204
CG7745	21	42	30	47	54	58
nompA	8	8	10	8	9	12
CG43114	38	29	69	72	70	87
Or47b	0	1	0	0	0	0
sha	3	1	3	5	2	5
lambdaTry	120	116	187	146	211	246
kappaTry	147	136	245	213	282	329
zetaTry	24	19	30	39	35	46
etaTry	46	52	90	87	109	111
thetaTry	66	76	107	89	137	166
alphaTry	2698	2839	4195	4078	4992	5492
epsilonTry	197	226	312	327	421	456
betaTry	2588	2597	3828	3735	4528	5088
gammaTry	0	0	0	0	0	0
CG30031	0	0	0	0	0	0
CG30025	0	1	1	0	2	0
deltaTry	0	0	0	0	0	0
CG13202	4	3	5	6	8	5
iotaTry	19	29	41	49	59	48
CG12384	195	213	322	293	366	452
ix	18	17	19	18	24	34
san	71	78	115	113	133	159
Gr47b	1	0	1	1	1	0
CG13204	16	8	23	25	22	19
Tapdelta	232	224	352	337	413	534
CG13203	3	3	0	0	4	4
Tsp47F	1	9	6	6	7	5
Sod3	223	227	360	353	409	447
sprt	20	39	52	37	69	70
CG30022	97	86	117	132	175	180
Smyd4-3	21	16	32	28	30	36
CG30026	90	92	125	101	169	157
CG34054	17	18	23	20	36	37
Drip	130	159	217	237	290	324
CG7763	10	8	18	16	15	18
Prip	166	184	295	259	324	341
qvr	125	120	223	176	237	247
E(Pc)	241	242	389	325	446	551
inv	8	9	13	21	18	23
en	5	1	9	8	11	10
tou	172	134	222	223	280	304
Egm	97	91	145	123	140	188
CG9005	338	335	499	416	556	702
CG9003	117	107	172	170	220	223
CG34228	31	28	32	27	38	40
Roc2	30	26	32	29	54	42
CG13198	0	0	0	0	0	0
Tret1-1	908	890	1387	1228	1664	1820
Tret1-2	8	15	24	10	24	23
Buffy	25	34	46	32	60	66
CG13196	0	0	0	0	0	0
wal	575	698	954	875	1145	1217
CG13197	47	72	99	85	124	107
Ir48b	0	0	0	2	0	0
pyr	29	24	45	41	66	63
ths	15	31	34	31	49	68
CG13193	0	0	0	0	0	0
CG42493	3	4	3	4	11	13
Ir48c	0	0	0	0	0	0
CG13192	42	29	59	41	48	64
Sobp	14	22	27	25	30	40
CG34229	19	20	25	23	24	33
S2P	68	57	90	81	121	145
CG43190	1	0	0	0	1	2
Sln	4	13	17	13	18	23
Mtor	265	256	411	351	503	526
CG34230	2	3	2	5	7	7
Twdlbeta	2	1	1	1	0	3
Damm	154	146	224	221	261	306
CG42531	0	0	1	0	2	0
CG13185	108	120	146	130	181	226
cuff	5	7	5	4	6	4
ERp60	1151	1158	1807	1670	2145	2299
eEF1alpha1	10886	11292	16752	15249	19325	21198
MCPH1	207	191	338	327	402	430
Zip48C	83	105	133	133	153	187
reb	4	5	4	2	9	7
exp	18	20	33	30	39	44
PI31	173	168	269	229	270	336
ADD1	75	98	131	100	152	152
CG30036	2	0	2	2	3	3
CG30037	2	5	4	4	6	7
GalT1	24	37	54	28	55	60
RnrS	121	129	216	170	223	257
CG34231	5	2	4	3	9	4
rho-7	69	77	108	108	155	171
CG8298	55	56	77	75	88	101
otk	13	12	16	12	13	16
otk2	3	2	4	6	9	13
Mppe	55	44	74	92	77	95
pds5	117	117	170	188	217	230
CG8321	97	69	109	101	136	126
CG43191	2	0	1	0	0	1
128up	97	72	112	120	163	167
RpIII128	43	43	58	44	71	91
Drep1	55	57	77	73	127	118
CG30039	90	76	115	121	117	151
CG44314	4	8	4	8	9	5
Drep3	4	9	18	12	26	20
CG8888	56	33	73	50	71	76
CG13186	10	9	18	16	26	32
jeb	23	17	47	38	53	62
CG18343	18	22	24	22	27	48
SkpB	8	13	18	21	25	27
Smyd4-4	59	83	94	87	116	132
OSCP1	0	1	3	0	3	1
Hen1	19	12	34	21	34	60
CG8878	91	100	146	133	206	225
CG8407	8	11	13	10	19	16
Prp8	312	286	470	407	515	587
CG13177	12	10	18	27	16	28
CG34232	47	46	60	45	68	83
Oda	1896	2042	2996	2850	3610	4009
SmD3	83	93	128	121	156	159
CCT5	466	481	784	672	866	980
EndoG	22	22	29	30	33	42
CG8860	87	96	134	130	140	173
wash	136	142	201	235	279	323
CG33964	30	27	43	35	52	52
CG13175	30	27	43	35	52	52
SmF	28	23	55	41	53	55
Cyp6g1	1180	1122	1885	1617	2106	2257
Cyp6g2	19	26	30	36	33	41
Cyp6t3	8	6	12	11	24	13
CG8858	127	136	216	192	261	265
RpS11	1402	1396	2070	1977	2481	2672
Sr-CII	1	2	1	2	2	6
CG13171	1	2	0	3	2	3
CG8854	14	12	14	15	24	21
CG13170	0	0	0	0	0	0
CG43315	0	0	0	0	0	0
CG43316	0	0	0	0	0	0
CG43244	0	0	0	0	0	0
CG13168	43	41	87	73	106	119
Vha36-2	30	38	49	49	66	56
Cam	2071	2221	3336	2984	3858	4639
CG42700	26	39	55	49	59	74
CG8850	0	1	0	0	0	0
salto	316	331	503	454	536	645
CG17739	491	471	791	676	943	1054
CG30203	15	17	19	30	29	47
CG30046	118	112	166	176	214	254
mIF3	35	23	36	32	61	45
CG8841	53	47	61	66	109	119
garz	261	265	437	394	487	546
CG8490	11	20	29	31	32	40
CG34021	12	9	12	16	25	24
Den1	64	79	122	102	135	161
CG8839	624	659	969	916	1225	1294
ana3	33	44	62	52	67	91
CG30047	12	10	19	19	23	23
CG30049	9	7	16	8	24	13
CG30043	12	7	39	13	25	30
CG33012	24	20	39	30	41	49
CG13160	2	3	6	6	12	2
CG13159	0	0	0	0	0	0
Cpr49Aa	2	5	7	0	1	4
Cpr49Ab	133	114	178	181	223	262
CG13155	21	31	41	35	37	43
CG8501	10	9	15	17	17	28
Cpr49Ac	1	7	9	5	9	11
Cpr49Ad	1	0	1	0	0	0
Or49a	0	0	0	0	0	0
CG30048	6	3	3	5	10	15
Cpr49Ae	123	119	182	180	200	255
Cpr49Af	4	1	3	4	2	7
Cpr49Ag	11	9	18	13	18	12
CG30050	1	1	3	3	5	4
CG33626	0	0	0	0	0	0
CG33627	0	0	0	0	0	0
Cpr49Ah	4	5	7	7	5	7
CG13157	0	0	0	0	0	2
CG42782	222	201	341	273	370	441
CG8834	400	437	631	609	806	843
CG8520	197	219	336	301	342	437
Dera	97	94	148	165	184	206
CG13154	3	5	9	7	5	13
Nup54	85	89	129	105	177	187
CG43204	0	0	0	0	0	0
DUBAI	183	195	310	253	358	430
Tmem18	21	18	27	25	33	38
Dyb	103	110	154	143	205	207
CG30334	11	10	21	21	23	26
Lac	244	238	344	342	448	508
dgt5	22	21	41	28	37	39
CG8545	121	123	191	173	217	272
Nepl10	13	24	35	31	43	31
Dh44-R2	26	34	43	43	50	51
CG34234	2	0	2	3	0	2
fdl	131	119	168	140	190	233
s-cup	7	6	9	6	11	8
vis	18	11	20	17	24	27
achi	32	37	44	60	61	50
CG13151	9	17	30	23	40	40
CG8818	185	170	253	215	310	349
CG8569	30	28	62	32	62	76
CG33632	0	0	0	0	0	0
fra	123	96	173	150	169	208
CG33752	0	0	0	0	0	0
CG30056	25	22	33	37	33	41
CG33775	0	0	0	0	0	0
Cyp301a1	9	9	12	14	20	27
Ak6	9	12	26	16	25	20
stil	12	13	22	25	26	25
ClC-b	119	114	202	184	230	232
Sin3A	298	263	440	397	546	584
Amph	259	312	474	418	548	629
CG45086	208	203	263	266	327	374
Galphaq	226	213	302	290	354	426
CG30054	15	20	16	15	33	38
CG17760	6	4	6	3	7	5
muskelin	108	125	171	154	194	219
CG33792	0	0	0	0	0	0
spt4	15	19	35	23	29	46
CG33671	82	117	151	157	194	221
CG33672	82	117	151	157	194	221
Iswi	131	128	210	159	234	251
CG8785	106	129	164	162	212	235
CG8778	73	55	100	104	132	152
ZnT49B	86	83	163	132	201	220
CG8646	6	11	12	13	16	15
nemy	88	74	134	139	184	181
GLS	102	109	158	164	194	240
Nup188	39	60	70	61	75	101
CG13148	9	8	14	4	11	13
CG30053	1	1	2	3	2	2
Obp49a	31	26	29	41	42	64
CG8768	12	18	17	23	28	33
wuc	2	3	6	1	9	6
CG42663	81	95	165	139	184	179
Mos	14	24	22	28	26	44
Taz	90	93	171	138	174	188
mRpL18	39	37	75	60	72	85
ox	320	328	446	418	529	595
Dgkepsilon	102	96	163	141	175	196
Nacalpha	780	736	1125	1065	1357	1573
CG12374	2467	2598	3829	3669	4707	5105
sca	3	6	7	10	13	17
CG17580	2	0	5	3	8	4
Cyp9h1	77	62	125	117	139	142
Or49b	0	0	0	0	0	0
CG17575	175	213	313	282	390	432
antr	61	66	82	70	114	121
CG30486	26	40	62	51	62	67
CG17574	128	159	212	185	233	277
bic	1097	1128	1712	1574	2024	2235
Balat	11	7	14	11	17	23
Lfg	97	93	189	151	201	207
AspRS	334	382	557	535	639	742
Nmda1	434	431	606	572	713	831
vg	24	24	49	31	52	53
NAT1	1014	950	1522	1334	1667	2012
CG13319	10	12	27	34	27	40
sug	55	49	94	80	115	117
CG17019	113	111	206	143	186	232
SCCRO3	76	81	115	93	129	135
Sans	9	9	17	8	12	20
CG30487	33	45	53	46	63	77
Mdr49	197	221	340	323	382	437
CG44251	118	97	191	182	232	243
CG44250	264	282	460	434	558	600
CG13321	447	474	712	658	876	983
Psc	21	32	47	36	43	50
CG33798	0	0	0	0	0	0
Su(z)2	53	46	70	74	92	108
CG13323	443	450	626	572	707	850
CG13324	108	119	185	165	217	260
Drl-2	4	10	12	8	15	17
CG44341	1	1	3	2	0	3
CG13325	25	31	64	46	46	65
CG3955	19	14	23	22	29	30
CG13326	35	28	59	52	59	55
Cap-G	71	79	123	134	148	158
Ack-like	50	57	85	80	115	131
TppII	348	292	489	496	634	701
ND-MWFE	107	108	165	147	210	206
Nrk	11	5	11	15	17	17
CG15870	11	17	35	24	32	37
GLaz	54	48	79	69	81	108
Spt-I	151	154	235	199	273	266
AGBE	1128	1105	1830	1672	2176	2326
CG33137	1	0	1	1	0	0
Kdm4B	155	163	222	196	276	303
CG17724	155	163	222	196	276	303
seq	105	99	136	121	166	186
ValRS	146	168	240	237	283	302
Orc3	55	71	101	69	139	123
CG34315	55	71	101	69	139	123
FLASH	18	19	41	29	36	45
CG34235	31	34	63	40	66	76
CG30058	31	34	63	40	66	76
CG34312	31	34	63	40	66	76
AQP	98	101	150	152	206	227
CG4627	20	17	38	24	42	48
CG4630	36	30	49	59	69	79
CG4646	19	28	35	29	40	62
CG17059	21	30	52	43	46	66
Fsn	49	48	81	87	96	105
Dp	163	176	285	259	292	356
Pex13	109	125	172	177	203	235
fsd	23	15	37	33	47	51
Qsox1	672	641	1059	949	1182	1384
CG4676	5	2	13	10	6	15
CG4679	68	66	105	108	123	152
GstE14	4	10	10	8	14	19
Mp20	698	723	1107	976	1218	1486
CG4712	46	50	60	55	96	84
CG4714	44	38	83	48	80	81
CG4716	2512	2725	4054	3615	4563	5053
CG10799	267	243	373	338	462	560
CG42319	73	76	117	100	159	178
Dh31-R	48	55	81	59	85	98
CG4734	39	23	37	42	70	53
CG17047	0	0	2	0	4	0
CG17048	4	6	9	13	9	13
CG10814	7	7	11	12	17	10
CG43691	6	4	6	6	14	12
AttC	255	225	400	373	469	478
CG4744	40	50	83	76	81	115
IMPPP	0	0	0	0	0	0
CG18278	21	16	25	34	32	46
CG33470	0	0	0	0	0	0
CG30059	0	0	0	0	0	0
ATP8A	226	240	379	341	379	460
CG30060	7	8	19	16	16	26
CG30065	9	11	22	19	21	33
Ser8	34	26	50	48	55	69
cnn	172	190	290	263	323	356
CG30062	4	1	6	6	7	8
cbs	56	47	92	78	96	97
arr	65	76	108	107	138	140
CG43192	0	0	1	1	0	1
cbc	36	32	57	46	58	82
cid	8	12	23	16	16	14
bbc	260	270	400	359	452	493
drk	174	196	276	245	305	410
mars	59	60	107	91	128	140
mip120	39	48	89	66	94	113
mEFTu1	251	282	430	408	484	577
Vmat	137	146	226	195	267	264
CG13330	51	66	89	85	101	105
CG13331	1	0	0	0	2	0
CG13332	0	0	1	2	0	1
CG6145	195	187	296	285	358	416
CG33156	40	64	64	65	102	113
Roe1	122	130	193	166	217	266
link	0	0	1	1	0	0
CG13334	8	7	17	16	21	21
CG42807	1013	1057	1515	1343	1852	1999
CG42808	165	180	268	238	341	353
CG6191	174	175	284	286	340	354
CG45088	169	169	264	278	333	345
fand	62	71	107	96	124	138
S-Lap5	49	56	93	85	110	105
CG43058	1	4	4	7	14	12
CG34236	26	21	46	43	54	57
CG12464	12	10	17	14	35	36
CG17716	12	21	27	17	38	46
CG6209	114	101	146	132	189	213
CG13337	81	77	135	109	152	200
CG18368	29	22	41	44	68	75
CG6220	5	6	14	12	13	11
CG6280	3	1	1	5	1	3
Cpr50Ca	12	10	15	15	24	22
S-Lap7	742	776	1223	1120	1444	1596
Cpr50Cb	28	42	55	54	70	72
stj	64	52	79	93	107	96
fl(2)d	119	98	181	159	219	226
CG13339	18	27	44	41	45	41
CG6329	82	114	163	130	192	231
CG6337	55	52	83	100	132	125
CG6347	0	1	0	0	0	0
CG6357	465	467	747	664	809	944
Syngr	56	45	70	57	69	104
CG30484	4	2	8	3	4	1
CG30485	25	17	24	24	39	35
Echs1	332	351	636	610	745	826
CG6553	7	10	17	13	15	24
tum	43	44	72	68	79	86
Uba3	70	56	97	84	112	127
CG16935	205	189	285	241	351	398
CG13344	47	51	69	69	76	91
shot	1404	1299	1963	1931	2407	2615
DJ-1alpha	10	5	12	4	11	10
AGO1	368	385	589	496	689	759
mRpL53	77	107	153	133	152	200
CG33155	58	73	84	97	103	132
Rpn13	261	281	399	376	505	554
CG42806	84	80	125	93	161	177
Cp1	1559	1607	2555	2368	3099	3427
PheRS-m	131	106	184	183	244	279
St4	13	9	18	20	22	29
CG18568	73	83	133	106	142	154
CG6701	366	360	591	508	637	677
Ctf4	37	36	51	44	80	88
CG8067	44	46	63	56	95	98
RN-tre	60	72	104	113	111	173
mam	124	141	198	186	241	259
CG18371	8	18	24	23	30	35
Prosap	233	229	350	333	400	491
CG42287	9	3	12	8	7	11
CG42288	11	13	19	17	21	27
Rcd1	145	151	206	191	237	256
pea	41	49	62	72	99	98
CG13018	17	13	23	21	26	27
CG13016	29	36	66	45	60	60
CysRS-m	80	80	118	119	153	175
O-fut1	32	23	39	34	50	54
eIF3m	353	367	558	506	637	741
CG8323	71	86	144	96	130	152
CG18327	20	17	33	27	21	34
CG18324	65	69	95	71	102	142
ReepB	146	135	223	220	254	318
mRpS16	36	35	66	42	69	69
cg	206	219	340	311	422	420
CG30069	148	150	239	194	292	311
VGAT	12	17	25	26	20	34
Sox15	8	9	8	9	15	15
RpS23	2142	2123	3262	2938	3727	4044
CG8468	308	295	460	442	528	597
Opa1	166	175	284	262	365	410
CG8485	149	157	265	255	323	366
Usp20-33	127	128	198	170	223	248
SmydA-1	36	32	58	48	57	66
Mdr50	19	31	41	42	51	53
Hsc70-5	755	789	1197	1075	1362	1561
CG8531	209	199	312	284	431	459
beta4GalNAcTA	65	86	129	107	125	139
CG8547	285	275	445	404	504	605
Sps1	70	66	131	113	136	157
conv	14	17	25	20	42	37
Ih	230	255	318	309	435	481
tej	15	13	25	15	28	18
Shrm	119	120	191	176	244	237
CG8613	152	152	256	204	304	317
CG8617	31	33	59	55	61	75
Arc1	810	840	1242	1143	1602	1746
Arc2	26	26	36	34	59	58
Tfb1	112	102	197	166	196	211
CG34184	0	0	0	0	0	0
CG34442	0	0	0	0	0	0
CG34443	0	0	0	0	0	0
CG34444	0	0	0	0	0	0
Obp50a	0	0	2	0	1	0
Obp50c	10	6	18	10	11	17
Obp50b	10	6	18	10	11	17
Obp50d	0	0	0	0	0	1
CG34185	1	1	0	0	0	0
Obp50e	0	0	1	0	1	0
CG30075	0	0	3	3	2	4
Dh44-R1	6	4	5	4	14	6
CG10104	1	3	3	3	4	9
CG17385	109	105	182	166	199	222
Sin1	29	24	55	38	52	48
Achl	27	41	40	38	62	68
phyl	9	9	8	13	19	15
Oaz	4	1	1	1	1	1
PRAS40	136	120	260	241	279	310
Cpsf160	56	63	87	87	106	122
Asx	90	89	121	99	146	131
Cpr51A	3	2	5	7	8	9
CG30197	343	337	508	464	557	675
ttv	66	68	99	99	125	153
CG30076	0	0	0	1	1	0
CG43919	1	0	1	1	2	1
LamC	244	237	351	318	418	478
CG12869	4	5	10	6	5	5
RpI1	87	76	133	102	132	162
Blos1	19	22	31	24	40	38
tra2	49	53	80	74	89	102
CG12868	19	34	57	30	45	63
CG33469	1	3	4	2	7	5
CG33468	1	1	1	3	1	5
Su(var)2-HP2	102	109	161	150	224	234
Sec61beta	275	280	404	342	509	568
CG12863	11	15	23	17	30	30
Had2	57	70	95	109	118	135
CG43236	4	4	2	7	7	8
CG12862	0	0	0	0	0	0
CG10139	16	18	31	29	43	51
Adgf-E	67	65	110	95	118	134
CG12861	375	387	639	560	716	747
CG12860	418	407	678	595	788	868
CG12866	10	10	12	12	21	22
mspo	21	16	32	26	33	44
CG30479	16	12	24	18	29	22
CG30480	16	12	24	18	29	22
CG43428	0	0	0	1	0	0
jef	82	91	132	98	153	160
Dro	112	94	156	132	209	231
AttA	0	3	5	2	5	4
AttB	18	23	33	29	55	32
Rpn6	505	496	840	711	938	1014
ave	19	12	27	19	23	43
CG10151	12	10	20	17	32	30
ND-B15	169	143	281	204	275	327
Trs31	24	29	56	38	58	56
CG12857	21	17	32	21	38	43
Spred	113	116	204	182	219	270
BEAF-32	62	60	108	70	113	131
kn	12	8	10	12	14	12
hui	19	19	29	23	25	19
Pgm2b	52	42	70	85	86	102
CG10205	55	59	91	67	114	114
NaPi-T	182	198	319	296	345	398
CG10209	50	44	61	49	67	83
SMC2	47	33	53	51	86	80
Ercc1	8	8	9	8	9	10
Ciao1	162	157	260	251	286	327
HPS1	32	31	42	41	61	80
CG33506	43	35	64	33	81	54
U3-55K	33	33	47	43	59	54
Pcf11	217	235	336	283	435	457
Cyp6a22	102	112	144	146	164	217
Cyp6a17	2	4	4	4	1	5
Cyp6a23	465	525	815	699	843	1008
Cyp6a19	83	58	123	108	147	162
Cyp6a9	165	181	265	267	349	391
Cyp6a20	207	257	365	321	450	480
Cyp6a21	53	59	83	78	123	128
Cyp6a8	172	175	259	259	296	369
Cyp317a1	43	45	67	58	96	95
Kank	205	216	321	310	389	469
ADPS	27	38	71	51	55	80
CG12853	86	87	127	104	161	152
Lap1	63	68	120	79	128	121
CG10257	7	6	6	7	9	14
aPKC	140	131	214	176	233	264
ckn	127	124	177	177	220	260
pcs	161	185	305	254	321	354
CG7639	54	43	90	93	116	128
CG10265	21	15	27	31	31	36
hbs	14	12	24	23	25	22
CG43101	85	73	119	99	151	164
Obp51a	121	116	156	145	182	238
CG33467	0	0	0	0	0	0
chn	117	102	142	144	177	183
Rpb12	44	44	77	47	72	77
CG8089	10	6	8	14	12	12
CG7544	11	14	16	12	24	32
igl	50	62	93	88	119	144
CG43068	4	4	7	14	8	13
Sfp51E	35	46	71	60	66	77
CG43829	1	1	1	0	0	0
GPHR	42	41	58	50	61	75
CG11807	55	50	90	91	101	122
CG42391	1	3	2	4	4	9
row	112	139	153	166	210	213
Ir51b	0	0	0	0	0	0
CG8093	171	200	291	267	357	385
CG11808	14	12	17	21	26	36
mRpL41	37	40	88	50	76	88
CG8079	36	36	39	39	75	73
Hex-C	842	888	1247	1209	1493	1613
Fs	28	8	31	20	26	26
scb	353	341	566	519	708	752
ItgaPS4	4	6	7	5	2	11
Trpm	180	182	300	267	388	417
ND-51L2	15	9	13	16	23	22
CG8152	15	19	29	30	28	36
Xpc	134	179	252	207	300	347
CG8155	75	77	136	107	118	155
Arf51F	159	164	275	264	315	363
CG8157	25	43	38	46	56	78
CG8160	1	2	7	2	8	3
Hr51	0	0	3	2	3	1
unc-5	19	18	25	20	29	30
Pms2	24	35	61	45	59	82
dup	62	60	111	91	124	139
SRPK	280	301	448	404	568	627
Stacl	246	235	338	316	446	482
Mtk	52	68	101	67	101	112
CG30472	3	3	3	3	4	11
CG34188	5	7	13	8	14	15
CG8180	129	117	200	168	248	251
CG12964	1	0	1	0	2	6
Ir52a	0	0	0	0	1	0
Ir52b	0	1	0	0	0	0
Ir52c	1	0	0	0	1	0
Ir52d	0	0	0	0	0	1
Pgant1	59	75	128	107	142	155
Khc-73	256	275	421	384	517	535
CG30471	1	0	4	0	0	2
CG30467	33	20	47	40	51	61
CG8187	24	28	45	49	51	53
Vha36-1	351	386	601	511	679	732
eIF2Bgamma	57	45	62	57	99	89
CG8192	12	7	12	19	20	29
CG12963	76	81	126	108	135	146
CG8195	33	46	59	41	77	83
Flo1	146	148	220	254	298	311
CG30466	26	10	39	23	26	41
Cdk5	50	48	81	66	105	92
CG8204	24	18	21	31	30	34
CG42524	2	5	8	7	11	6
fus	238	280	383	376	432	540
CG8207	46	56	82	92	122	129
Vha14-1	234	259	423	352	480	521
CG30091	0	0	0	0	0	0
Impbeta11	150	142	205	204	239	259
CG30082	1	0	1	1	6	5
Cep89	3	8	9	14	13	7
CG30090	50	41	71	63	81	84
CG30088	5	5	5	4	12	6
CG30087	0	2	5	4	6	0
CG33460	20	13	20	30	35	38
CG33461	1	0	0	0	0	0
CG33462	2	0	0	0	0	0
CG42662	15	15	21	16	27	21
CG30080	15	15	21	16	27	21
CG46433	15	15	21	16	27	21
CG30083	25	20	28	35	26	35
CG30089	25	25	50	37	51	61
Zasp52	1090	1111	1787	1652	2096	2320
CG33465	2	5	6	4	4	6
Poxn	0	1	1	1	2	2
CG8249	85	102	179	137	173	228
tun	49	62	92	72	107	135
CG12970	3	6	4	7	9	11
Gpo1	946	973	1606	1517	1925	2101
Rif1	56	51	92	62	89	94
sli	84	107	163	144	193	213
CG33463	0	0	0	0	0	0
bdg	105	89	141	143	165	190
Diap2	197	210	333	270	396	433
bug	38	26	50	36	77	63
Mlf	200	265	340	322	457	454
CG8299	6	2	4	6	3	7
Cyp4aa1	36	26	60	35	48	60
COX6AL	23	21	35	26	38	43
Strn-Mlck	458	414	704	706	860	914
CG8366	24	27	48	27	41	37
CG8314	75	71	106	119	126	153
Pex11	65	46	64	56	70	103
CG8320	38	29	71	52	83	86
ATPCL	854	887	1335	1205	1606	1782
CG8370	164	158	269	228	281	336
Ufc1	58	48	91	67	103	111
CG8388	30	15	29	40	48	50
CG8389	52	53	79	83	101	130
Prosbeta1	263	267	439	408	556	560
Rrp42	23	23	21	38	30	44
EMC7	162	189	248	218	307	316
CG8399	207	255	370	353	428	503
casp	161	156	222	218	283	306
CG8401	2	7	11	11	10	15
SP2353	33	31	63	49	56	62
CG8405	164	182	249	236	311	336
Dg	126	141	205	195	256	300
mRpL34	19	16	30	20	41	46
CG8414	69	52	104	75	106	126
Rho1	836	822	1332	1108	1479	1752
Ric	90	87	164	172	207	222
Asph	199	191	282	272	338	385
Jhedup	26	24	26	19	30	48
Jhe	8	20	29	25	33	44
CG30095	0	0	0	1	0	0
spin	307	347	465	491	568	706
Got1	1121	1131	1747	1658	2141	2303
CG30094	24	21	36	28	41	37
CysRS	74	65	125	108	131	154
sotv	46	45	67	54	61	77
CG10731	33	38	71	43	61	70
lbk	113	113	181	164	197	269
CG10734	134	118	191	153	211	264
CG8435	32	33	50	46	72	71
Ptp52F	91	89	138	141	199	197
Lis-1	294	263	415	400	538	594
CG8441	30	21	58	51	49	46
clu	261	266	394	359	460	507
calypso	24	25	39	35	47	57
CG44242	46	44	48	42	58	88
CG42837	1199	1203	1862	1703	2175	2505
CG44243	1199	1203	1862	1703	2175	2505
Shark	52	63	119	85	99	117
mrj	213	220	319	276	362	438
CG7798	0	0	0	1	1	0
CG15706	67	67	99	72	98	115
Tsf3	44	38	76	54	73	83
CG15701	5	3	10	11	5	8
CG7786	0	0	0	0	0	1
CG3687	28	29	41	38	53	54
krimp	18	27	21	18	40	29
CG15708	11	23	22	32	29	36
CngA	7	7	14	15	10	15
fidipidine	44	51	78	60	81	98
csul	37	36	56	39	73	64
Khc	356	356	564	528	690	850
CG33017	94	93	133	120	166	188
cato	0	0	0	0	0	0
prim	0	2	2	1	1	2
CG15705	8	9	12	11	16	12
CG7755	40	53	54	58	84	90
CG9068	0	1	1	1	0	0
CG30324	50	48	92	74	99	110
CG30099	8	3	11	11	15	19
JhI-26	131	141	214	188	227	278
CG30100	27	31	43	44	54	55
CG42372	27	31	43	44	54	55
CG7747	17	25	26	34	41	33
Atg9	151	147	243	216	272	314
Nox	17	17	27	17	35	32
CG8060	46	52	64	62	63	65
CG30096	12	5	11	10	10	8
CG4282	40	32	40	40	61	64
Vha44	509	521	812	757	986	1069
Hmgs	301	310	480	469	605	661
CG7997	357	342	565	521	679	760
Nup62	73	53	99	101	125	116
wcd	27	28	50	45	55	75
CG15710	4	0	6	6	5	4
CG30098	2	0	1	2	0	3
CG6262	162	167	262	245	308	350
CG15711	17	16	29	19	23	34
CG43187	8	5	11	17	17	19
Sema2b	21	24	37	26	39	49
Menl-1	100	90	149	143	175	214
Menl-2	100	90	149	143	175	214
jtb	22	24	25	38	35	46
CG7848	39	31	51	42	49	68
CG4409	17	19	37	23	53	49
Parp16	18	17	34	23	29	33
CheB53a	0	0	1	1	1	1
CheB53b	0	0	0	2	0	2
CG15712	0	0	0	0	0	0
CG33458	5	2	5	7	7	8
CG33459	0	1	2	0	2	0
S-Lap8	388	388	671	554	708	824
knon	63	85	108	92	134	146
Sema2a	52	67	115	94	114	150
loopin-1	719	684	1068	971	1359	1440
Syn2	31	31	36	49	48	69
DAT	13	11	13	12	13	18
CG4945	70	50	105	82	122	126
RpS15	1142	1223	1799	1665	2064	2354
CG4927	53	54	91	80	109	126
Lst	313	304	471	469	585	667
Cdk4	22	22	38	42	57	58
RpLP2	2337	2352	3341	3131	4035	4296
CG8311	105	103	153	127	202	188
CG8306	241	260	415	384	505	557
CG8303	116	108	173	139	195	227
CG5089	406	467	684	627	790	905
CG5065	406	411	642	587	761	822
Alk	68	72	95	104	119	180
gprs	17	17	37	33	24	41
Amyrel	1	5	5	3	4	8
Nach	0	0	1	0	0	0
Picot	387	404	617	571	772	836
CG34457	24	28	40	54	47	47
CG34458	0	0	0	0	0	0
Pgant9	210	252	343	314	441	489
Idgf6	1801	1876	2986	2659	3519	3622
Sfp53D	60	52	91	71	80	92
CG15617	907	976	1476	1313	1712	1826
Acp53C14a	405	455	705	607	735	864
Acp53C14b	376	367	528	474	629	739
Acp53Ea	287	347	460	425	522	600
Acp53C14c	4	10	6	10	9	10
unc-104	275	330	472	399	526	597
CG34189	7	8	17	12	5	20
CG5267	10	7	14	10	16	21
CG42392	0	2	7	4	8	6
CG5348	7	1	3	4	2	4
Sod2	341	293	534	477	586	660
Arp53D	43	38	61	48	58	78
Vkor	0	0	0	1	0	0
resilin	1	4	5	3	2	2
CG5522	86	86	133	104	156	153
CG15919	0	0	1	1	0	1
CG15615	0	2	0	0	2	0
CG5550	4	4	7	0	2	0
CG34459	9	11	32	24	23	23
CG34460	19	11	25	25	21	26
Ugt37C1	1	0	0	0	1	0
IntS8	31	38	50	42	57	74
Fen1	27	26	38	35	36	44
Dek	304	306	445	403	538	595
Psi	116	116	149	134	194	241
eEF1beta	759	842	1246	1186	1510	1687
CG6426	262	248	402	352	453	508
CG6421	64	69	116	98	123	132
CG6429	76	66	95	86	136	157
CG6435	57	49	100	96	108	127
CG8910	12	15	22	16	23	21
CG6472	4	8	17	6	14	17
inaC	147	166	269	239	278	354
Pkc53E	61	63	114	73	120	112
CG43788	57	54	119	86	117	130
CG43789	6	5	6	11	7	11
CG15614	1	0	0	0	0	0
CG34190	0	0	1	1	1	3
Vha16-4	0	1	4	0	1	1
mute	65	68	97	91	123	125
Ufm1	46	36	53	35	68	77
PIG-V	78	56	81	81	95	119
CG6665	27	37	59	45	47	64
CG9010	63	42	86	62	113	102
Cbp53E	123	109	183	155	206	220
ste24c	22	17	32	20	31	51
CG30461	22	17	32	20	31	51
